POSTCODE,ID,NAME,Type,LATITUDE,LONGITUDE
BB51RP,P33X,ASTON CHEMISTS LTD,Pharmacy,53.752456,-2.383449
BB51RT,Y02468,DEPT OF ELDERLY MEDICINE - ACCRINGTON,Surgery,53.752328,-2.384874
BB51RT,P81182,RICHMOND MEDICAL CENTRE,Surgery,53.752328,-2.384874
BB51RY,P34X,ASTON PHARMACY,Pharmacy,53.75241,-2.381645
BB51SA,FJA74,ACORN PHARMACY,Dispensary,53.752741,-2.384104
BB52EJ,FF609,PARADISE STREET PHARMACY,Dispensary,53.750892,-2.365995
BB52EJ,Y05151,MSK SERVICE,Surgery,53.750892,-2.365995
BB52EJ,P81036,PEEL HOUSE MEDICAL PRACTICE,Surgery,53.750892,-2.365995
BB52EJ,Y00333,COMMUNITY DIABETES SERVICE,Surgery,53.750892,-2.365995
BB52EJ,Y04988,THE LANCASHIRE EU OF GPS LIMITED,Surgery,53.750892,-2.365995
BB52RG,P4JX,GOSHEN CITY UK LTD,Pharmacy,53.733953,-2.344824
BB52RG,FMD30,BAXENDEN PHARMACY,Dispensary,53.733953,-2.344824
BB52RG,P224,BAXENDEN PHARMACY,Pharmacy,53.733953,-2.344824
BB53BP,P81699,HIGHER HEYS SURGERY,Surgery,53.740865,-2.394094
BB53DD,FGQ96,COHENS CHEMIST,Dispensary,53.747281,-2.392031
BB53JB,FVW68,COHENS CHEMIST,Dispensary,53.743185,-2.396572
BB53JD,P3G2,KTK HEALTHCARE LTD,Pharmacy,53.742023,-2.399972
BB53JD,P18F,NASH DRUG COMPANY LTD,Pharmacy,53.742023,-2.399972
BB53JD,FC705,OSWALDTWISTLE PHARMACY,Dispensary,53.742023,-2.399972
BB53JD,FTG60,COHENS CHEMIST,Dispensary,53.742023,-2.399972
BB54LF,P81166,DR BELLO'S SURGERY,Surgery,53.754996,-2.390844
BB54LF,P81711,DILL HALL SURGERY,Surgery,53.754996,-2.390844
BB55AD,FXK55,ACCRINGTON PHARMACY,Dispensary,53.761477,-2.369941
BB55AD,P0GY,SATURLEY LTD,Pharmacy,53.761477,-2.369941
BB55AD,P9AC,ACCRINGTON PHARMACY,Pharmacy,53.761477,-2.369941
BB55HU,P81218,THE CLAYTON MEDICAL CTR.,Surgery,53.774343,-2.384044
BB55JB,FAT95,DIALACHEMIST LTD,Dispensary,53.770976,-2.388489
BB55JG,P2TW,DIALACHEMIST LTD,Pharmacy,53.770862,-2.387456
BB55NS,FC859,WELL ACCRINGTON - PICKUP STREET,Dispensary,53.774736,-2.386414
BB56AS,Y02605,PWE ACCRINGTON VICTORIA,Surgery,53.759584,-2.366921
BB56AS,Y00478,MUSCULO-SKELETAL CLINIC,Surgery,53.759584,-2.366921
BB56AS,Y04166,LEEDS AQP OPHTHALMOLOGY,Surgery,53.759584,-2.366921
BB56AS,Y04202,AVHAC WALK IN PATIENTS WIC,Surgery,53.759584,-2.366921
BB56AS,Y01960,MINOR INJURIES UNIT,Surgery,53.759584,-2.366921
BB56LS,FTK15,HUNCOAT PHARMACY,Dispensary,53.773511,-2.344268
BB67AL,FJL20,MY PHARMACY,Dispensary,53.786044,-2.403472
BB67AL,P3DR,MOHAMMED YASIR / WARRENSHOW LTD,Pharmacy,53.786044,-2.403472
BB67AU,FCW00,TESCO STORES LIMITED,Dispensary,53.78682,-2.399897
BB67QL,FW349,E B HOLDEN PHARMACY,Dispensary,53.786265,-2.407314
BB67QL,P588,HEATHERLANDS (UK) LTD,Pharmacy,53.786265,-2.407314
BB67QQ,P418,E.B. HAWORTH LTD,Pharmacy,53.785986,-2.406082
BB67QQ,P0XT,GREER PHARMACY GROUP LIMITED,Pharmacy,53.785986,-2.406082
BB67QQ,FWT37,YOUR LOCAL BOOTS PHARMACY,Dispensary,53.785986,-2.406082
BB67QR,P81730,GREAT HARWOOD MEDICAL GROUP,Surgery,53.788353,-2.403646
BB68BX,FKA00,LANGHO PHARMACY,Dispensary,53.80384,-2.44918
BB71BE,P313,HEYES CHEMISTS,Pharmacy,53.870449,-2.391814
BB71EU,FEQ95,THE CLITHEROE PHARMACY,Dispensary,53.865401,-2.386384
BB72BT,FYQ04,BOOTS UK LIMITED,Dispensary,53.871962,-2.392086
BB72EU,FQY67,PETER BUCKLEY (CLITHEROE) LTD,Dispensary,53.873366,-2.392982
BB72JG,P81069,PENDLESIDE MEDICAL PRACT,Surgery,53.873954,-2.3932
BB72JG,P81100,THE CASTLE MEDICAL GROUP,Surgery,53.873954,-2.3932
BB73EP,P81620,SLAIDBURN HEALTH CENTRE,Surgery,53.967313,-2.444001
BB74HX,Y05470,BMI GISBURNE PARK HOSPITAL,Surgery,53.943326,-2.267558
BB79PE,A99996,WHALLEY SITE,Surgery,53.829706,-2.423673
BB79SL,P81017,WHALLEY MEDICAL CENTRE,Surgery,53.819793,-2.406348
BB79SL,Y04905,RIBBLESDALE LOCALITY NMPS,Surgery,53.819793,-2.406348
BB79SL,FEP07,LLOYDSPHARMACY,Dispensary,53.819793,-2.406348
BB80HS,FQ019,BOOTS UK LIMITED,Dispensary,53.856944,-2.165847
BB80JZ,P81025,THE RICHMOND HILL PRACTICE,Surgery,53.856378,-2.166072
BB80LJ,FPN11,EVERCARE PHARMACY,Dispensary,53.857369,-2.167199
BB80LJ,P60V,COLNE (HCC) LTD,Pharmacy,53.857369,-2.167199
BB80LJ,P4DR,SHEALMORE LIMITED,Pharmacy,53.857369,-2.167199
BB80QF,FDY09,LEEDAMS PHARMACY,Dispensary,53.857978,-2.159207
BB80QF,P3AE,MJ LEEDAM,Pharmacy,53.857978,-2.159207
BB80RY,FWD90,ROWLANDS PHARMACY,Dispensary,53.856044,-2.172973
BB80RY,P0AW,DUCKWORTHS PHARMACY LTD,Pharmacy,53.856044,-2.172973
BB88LU,FGM92,ASDA PHARMACY,Dispensary,53.848453,-2.196849
BB88QU,P81732,HARAMBEE SURGERY,Surgery,53.847709,-2.136792
BB90QW,FM816,CHAPEL HOUSE PHARMACY,Dispensary,53.830513,-2.212415
BB95HJ,P3PF,READ & SIMONSTONE PHARMACY LTD,Pharmacy,53.825379,-2.232791
BB95NP,P1NM,FARMACEUTICS HEALTHCARE LIMITED,Pharmacy,53.826474,-2.233648
BB95PH,FWP79,BRIERFIELD LATE NIGHT PHARMACY,Dispensary,53.824064,-2.234531
BB95PH,P17G,BRIERFIELD PHARMACY LTD,Pharmacy,53.824064,-2.234531
BB95RZ,P81070,PENDLE VIEW MEDICAL CTRE,Surgery,53.826018,-2.232263
BB95SQ,FME63,YOUNIS PHARMACY,Dispensary,53.824813,-2.23253
BB96EW,FFW12,THE VILLAGE PHARMACY,Dispensary,53.852294,-2.21558
BB97LS,FJR48,WHITWORTH CHEMIST,Dispensary,53.837547,-2.217345
BB97LU,FW106,NELSON PHARMACY,Dispensary,53.838507,-2.215707
BB97LU,P2MR,MR BASIT HUSSAIN,Pharmacy,53.838507,-2.215707
BB97NB,P2DM,RIZQ HEALTHCARE LTD,Pharmacy,53.839404,-2.214498
BB97NB,FAN20,DIRECT2CHEMIST,Dispensary,53.839404,-2.214498
BB97SR,FFT88,NELSON HEALTH CENTRE PHARMACY,Dispensary,53.838042,-2.21885
BB97SR,P81736,WHITEFIELD HEALTHCARE,Surgery,53.838042,-2.21885
BB97SR,P81032,REEDYFORD HLTH CARE GROUP,Surgery,53.838042,-2.21885
BB97SR,P81170,NELSON MEDICAL PRACTICE,Surgery,53.838042,-2.21885
BB97SR,P81123,PWE PENDLE VALLEY MILL,Surgery,53.838042,-2.21885
BB97SR,Y02467,DEPT OF ELDERLY MEDICINE - NELSON,Surgery,53.838042,-2.21885
BB97SR,P81731,DR JEHANGIR (SH),Surgery,53.838042,-2.21885
BB98EH,P4W6,FRANK TAYLOR & AYS LTD,Pharmacy,53.841931,-2.205208
BB98EH,FWH26,TAYLORS PHARMACY,Dispensary,53.841931,-2.205208
BB98NT,FX511,BMT HEALTHCARE NORTH LIMITED,Dispensary,53.848125,-2.219845
BB98QP,P81757,BARROWFORD SURGERY,Surgery,53.848531,-2.223784
BB99EU,P0F1,COLLINS HEALTHCARE LTD,Pharmacy,53.836622,-2.203753
BB99EU,P936,IM HUDSON DISPENSING CHEMIST,Pharmacy,53.836622,-2.203753
BB99EU,FE218,BARKERHOUSE PHARMACY,Dispensary,53.836622,-2.203753
BB99SL,FG310,BOOTS UK LIMITED,Dispensary,53.836143,-2.213676
BB99TD,P2CV,F TAYLOR (CHEMISTS) LTD,Pharmacy,53.837741,-2.211418
BB99TG,P85D,NELSON HCC LTD,Pharmacy,53.838684,-2.209981
BB99UA,P2FT,PHARMADRUG HEALTHCARE LTD,Pharmacy,53.83918,-2.208798
BB99UA,FMG88,PHARMADRUG DIRECT,Dispensary,53.83918,-2.208798
BB99XB,Y01867,EARLY BREAK,Surgery,53.839353,-2.207781
BD100BU,P79E,CLARICK PHARMACY,Pharmacy,53.831231,-1.710526
BD100BU,FC602,EXEL CHEMIST,Dispensary,53.831231,-1.710526
BD100JE,B83062,ASHCROFT SURGERY,Surgery,53.823092,-1.712131
BD100JE,Y00820,GPSI ENT DR KHAN,Surgery,53.823092,-1.712131
BD100JE,Y05805,WESTCLIFFE HEALTH INNOVATIONS ENT,Surgery,53.823092,-1.712131
BD100JE,Y00819,GPSI ENT DR DAWSON,Surgery,53.823092,-1.712131
BD100JE,FVP97,KAMSONS PHARMACY,Dispensary,53.823092,-1.712131
BD100JE,P2NQ,ECCLESHILL HEALTH CENTRE PHARMACY LTD,Pharmacy,53.823092,-1.712131
BD108EW,FNV77,ROWLANDS PHARMACY,Dispensary,53.825899,-1.731401
BD108JH,FF071,THACKLEY PHARMACY,Dispensary,53.842769,-1.735427
BD108JH,P2DN,K PARMAR LTD,Pharmacy,53.842769,-1.735427
BD108RU,FH190,LLOYDSPHARMACY,Dispensary,53.836169,-1.734147
BD108RU,Y00227,GPSI CYSTOSCOPY - IDLE,Surgery,53.836169,-1.734147
BD108RU,B83018,IDLE MEDICAL CENTRE,Surgery,53.836169,-1.734147
BD109AP,FN040,BOOTS,Dispensary,53.831646,-1.713633
BD109AZ,B83054,HAIGH HALL MEDICAL PRACTICE,Surgery,53.831119,-1.715247
BD109HT,P0RK,ARCHSILVER LTD,Pharmacy,53.828308,-1.723607
BD109HT,FKC96,ROCKWELL-THE PHARMACY GROUP,Dispensary,53.828308,-1.723607
BD109PT,P2RH,MEDIPHARM (BRADFORD) LTD,Pharmacy,53.835307,-1.730308
BD109PT,FFT33,IDLE PHARMACY,Dispensary,53.835307,-1.730308
BD109TQ,FRE81,DOOR 2 DOOR PHARMACY,Dispensary,53.833012,-1.718521
BD109TQ,P4QL,UK HEALTH FOCUS LTD,Pharmacy,53.833012,-1.718521
BD111AU,FD527,WELL DRIGHLINGTON - WHITEHALL ROAD,Dispensary,53.756331,-1.663594
BD111AU,P2C5,STEPHEN BASKIND PHARMACY LTD,Pharmacy,53.756331,-1.663594
BD111EJ,FA550,DRIGHLINGTON PHARMACY,Dispensary,53.754705,-1.657495
BD111JU,B86678,DR F GUPTA'S PRACTICE,Surgery,53.755414,-1.66345
BD112HX,FCL65,LLOYDSPHARMACY,Dispensary,53.753021,-1.692814
BD11EE,Y05094,LOCALA BRADFORD SEXUAL HEALTH SERVICE,Surgery,53.793485,-1.751023
BD11RX,FX417,RIMMINGTON PHARMACY,Dispensary,53.793436,-1.753316
BD11TQ,FWF97,KIRKGATE PHARMACY,Dispensary,53.79528,-1.755449
BD11US,FD543,BOOTS,Dispensary,53.794073,-1.750006
BD120AD,P4AD,MAHMOOD LTD,Pharmacy,53.755868,-1.767626
BD120AD,FD814,MAHMOOD LTD,Dispensary,53.755868,-1.767626
BD120NY,T2Y9K,BSA HEALTHCARE LTD,Pharmacy,53.755503,-1.760302
BD120NY,FN484,BSA PHARMACY,Dispensary,53.755503,-1.760302
BD120TH,FXR22,LLOYDSPHARMACY,Dispensary,53.75385,-1.769897
BD120TH,B83029,LOW MOOR SURGERY,Surgery,53.75385,-1.769897
BD127DT,FLN72,OAKENSHAW PHARMACY,Dispensary,53.746919,-1.738819
BD127DT,P2M7,C R OAKENSHAW LTD,Pharmacy,53.746919,-1.738819
BD128AD,P41X,PA BALL LTD,Pharmacy,53.743123,-1.767484
BD128AD,FGA84,FELKRIS LTD,Dispensary,53.743123,-1.767484
BD128AD,P0DT,FELKRIS LTD,Pharmacy,53.743123,-1.767484
BD129JA,P589,CURRIES CHEMISTS (WYKE) LTD,Pharmacy,53.739656,-1.768822
BD129JQ,FLT42,CURRIE'S CHEMIST,Dispensary,53.737686,-1.76812
BD129NG,B83009,SUNNYBANK & COWGILL MEDICAL PRACTICE,Surgery,53.737919,-1.767997
BD12AW,P3W7,SADIA NAZ KHAN,Pharmacy,53.794575,-1.757836
BD12AW,FXL19,ASHCROFT PHARMACY.CO.UK,Dispensary,53.794575,-1.757836
BD12EP,Y05801,CULTURE FUSION - EIP,Surgery,53.792973,-1.759649
BD131QA,FQQ50,TESCO INSTORE PHARMACY,Dispensary,53.768031,-1.843371
BD132GD,P0NP,HEALTHCARE PHARMACIES LIMITED,Pharmacy,53.768636,-1.849434
BD132GD,FQT13,COHENS CHEMIST,Dispensary,53.768636,-1.849434
BD132GD,B83020,THE WILLOWS MEDICAL CTR.,Surgery,53.768636,-1.849434
BD132PA,FHE30,ROWLANDS PHARMACY,Dispensary,53.768415,-1.845354
BD133LF,FHN56,BOOTS,Dispensary,53.790402,-1.847444
BD133LG,B83030,THORNTON & DENHOLME MEDICAL PRACTICE,Surgery,53.790483,-1.847292
BD134BL,FK571,PRIMED PHARMACY,Dispensary,53.802403,-1.894244
BD134BL,PT5H,CERTUS HEALTHCARE LIMITED,Pharmacy,53.802403,-1.894244
BD134BL,P4AE,S MAHMOOD,Pharmacy,53.802403,-1.894244
BD135DE,FHP68,ROWLANDS PHARMACY,Dispensary,53.825842,-1.899272
BD135DE,P779,CULLINGWORTH PHARMACY,Pharmacy,53.825842,-1.899272
BD13LS,B83657,BEVAN HEALTHCARE CIC,Surgery,53.795473,-1.753216
BD13ND,Y05875,BRADFORD NEW DIRECTIONS,Surgery,53.795186,-1.753248
BD13RA,P0P9,ULTRA HEALTH LIMITED,Pharmacy,53.797274,-1.757802
BD146AN,FJF49,ROWLANDS PHARMACY,Dispensary,53.782507,-1.819032
BD146NF,FK719,COHENS CHEMIST,Dispensary,53.779166,-1.81454
BD146NF,B83045,HOLLYNS HEALTH & WELLBEING - CLAYTON,Surgery,53.779166,-1.81454
BD14AS,Y05776,BRADFORD EXTENDED ACCESS,Surgery,53.796196,-1.749398
BD14AU,FNV14,BOOTS,Dispensary,53.796115,-1.745118
BD14RB,FE704,TESCO INSTORE PHARMACY,Dispensary,53.804877,-1.754574
BD150HX,P09A,WILSDEN PHARMACY,Pharmacy,53.820509,-1.859684
BD150NJ,B83037,THE WILSDEN MEDICAL PRACTICE,Surgery,53.818377,-1.86138
BD150NJ,FER22,ROWLANDS PHARMACY,Dispensary,53.818377,-1.86138
BD157BN,FD201,PRECINCT PHARMACY,Dispensary,53.805647,-1.822061
BD157BN,Q3Z7A,MR SAJID M HUSSAIN,Pharmacy,53.805647,-1.822061
BD157WA,FWN90,ALLERTON PHARMACY,Dispensary,53.798341,-1.825951
BD161AJ,FQ576,BOOTS,Dispensary,53.847279,-1.837072
BD161AT,B83662,ST IVES NURSING HOME,Surgery,53.847357,-1.860735
BD161HS,P2QF,HARDEN PHARMACY,Pharmacy,53.841396,-1.870149
BD161HS,P2QM,PHARMALINK SOLUTIONS LTD,Pharmacy,53.841396,-1.870149
BD161JP,FTA79,HARDEN PHARMACY,Dispensary,53.840851,-1.870376
BD161RP,FP078,COTTINGLEY PHARMACY,Dispensary,53.829871,-1.829707
BD161RP,P555,COTTINGLEY PHARMACY,Pharmacy,53.829871,-1.829707
BD162AN,FMV84,FITTLEWORTH MEDICAL LIMITED,Dispensary,53.861555,-1.844069
BD162EZ,FFD58,CROSSFLATTS PHARMACY,Dispensary,53.861809,-1.845816
BD162EZ,P1GH,MR A ATWAL,Pharmacy,53.861809,-1.845816
BD162EZ,P1HH,S & A HEALTH LTD,Pharmacy,53.861809,-1.845816
BD163PA,FWJ89,KNIGHTS ELDWICK PHARMACY,Dispensary,53.854799,-1.816352
BD163PA,P3F9,GILSTEAD PHARMACY LTD,Pharmacy,53.854799,-1.816352
BD163PA,B83031,OAK GLEN SURGERY,Surgery,53.854799,-1.816352
BD164RP,Y00631,BINGLEY DERMATOLOGY CLINIC,Surgery,53.846937,-1.827829
BD164RP,FFV94,DALESWAY PHARMACY,Dispensary,53.846937,-1.827829
BD164RP,P3LE,HEALTHCARE 4U LTD,Pharmacy,53.846937,-1.827829
BD164RP,FXT05,BOOTS,Dispensary,53.846937,-1.827829
BD164RP,B83067,THE SPRINGFIELD SURGERY (BINGLEY),Surgery,53.846937,-1.827829
BD164RP,B83014,BINGLEY MEDICAL PRACTICE,Surgery,53.846937,-1.827829
BD175NH,B83022,BAILDON MEDICAL PRACTICE,Surgery,53.853066,-1.768928
BD176BP,P305,BROWGATE PHARMACY LTD,Pharmacy,53.852693,-1.766376
BD176BP,FDC57,BROWGATE PHARMACY,Dispensary,53.852693,-1.766376
BD176LR,FXX79,BOOTS,Dispensary,53.853322,-1.7666
BD176LR,P2CD,STUART BROWN (BAILDON) LTD,Pharmacy,53.853322,-1.7666
BD176NX,FEX40,CLIFFE AVENUE CHEMIST,Dispensary,53.848098,-1.770141
BD176NX,P556,CLIFFE AVENUE LTD,Pharmacy,53.848098,-1.770141
BD181AX,P0V8,FASIAL SHEIKH,Pharmacy,53.822168,-1.760895
BD181AX,FEJ81,PHARMACY CARE DIRECT,Dispensary,53.822168,-1.760895
BD181QB,B83039,THE SALTAIRE & WINDHILL MEDICAL P'SHIP,Surgery,53.835412,-1.764925
BD181QB,Y00629,TRUST PRIMARY CARE DERMATOLOGY,Surgery,53.835412,-1.764925
BD181QB,FX840,ROWLANDS PHARMACY,Dispensary,53.835412,-1.764925
BD183AB,P4G1,FRIZINGHALL ENTERPRISES LIMITED,Pharmacy,53.820955,-1.775195
BD183BP,Y05802,SOMERSET HOUSE - NORTH CMHT,Surgery,53.829599,-1.778613
BD183EE,Y00100,BRADFORD DERMATOLOGY SERVICE,Surgery,53.830481,-1.781103
BD183EE,Y00670,GPSI CARDIOLOGY - WESTCLIFFE,Surgery,53.830481,-1.781103
BD183EE,Y00226,GPSI CYSTOSCOPY - WESTCLIFFE,Surgery,53.830481,-1.781103
BD183EE,FW441,WESTCLIFFE PHARMACY,Dispensary,53.830481,-1.781103
BD183EE,P1J2,WESTCLIFFE PHARMA LTD,Pharmacy,53.830481,-1.781103
BD183EG,FLE78,ROWLANDS PHARMACY,Dispensary,53.832615,-1.781408
BD183EG,B83063,SHIPLEY MEDICAL PRACTICE-AFFINITY CARE,Surgery,53.832615,-1.781408
BD183EQ,P484,J.A. WHITE & SON LTD,Pharmacy,53.833148,-1.779737
BD183HH,FPM15,CIRCLE PHARMACY,Dispensary,53.835542,-1.781198
BD183HZ,FHX50,TAITS PHARMACY,Dispensary,53.836156,-1.786176
BD183HZ,P3N3,NAZIA KAUSAR YOUNAS,Pharmacy,53.836156,-1.786176
BD183LD,Y05737,BDCT 0-19 CHILDRENS PH SERVICE,Surgery,53.839675,-1.788605
BD183LD,Y04099,BRADFORD DISTRICT CARE TRUST,Surgery,53.839675,-1.788605
BD183QJ,FC686,BOOTS,Dispensary,53.833292,-1.777834
BD183RY,FWG94,ASDA PHARMACY,Dispensary,53.832419,-1.77892
BD183TB,FC638,MEDICINES2PATIENT,Dispensary,53.825843,-1.779165
BD183TB,Y3H0K,MOHAMMED MAHMUD ALAM,Pharmacy,53.825843,-1.779165
BD184RS,P3LT,MOHAMMED ALI,Pharmacy,53.834751,-1.791383
BD184RS,FRF94,SALTAIRE PHARMACY,Dispensary,53.834751,-1.791383
BD184RS,FM690,LLOYDSPHARMACY,Dispensary,53.834751,-1.791383
BD184RS,P4QM,GATEWAY TO UNITED KINGDOM EDUCATION LTD,Pharmacy,53.834751,-1.791383
BD193RQ,B85021,CLECKHEATON GROUP PRACTICE,Surgery,53.724052,-1.71062
BD193RQ,FQN69,KIRKLEES PHARMACY,Dispensary,53.724052,-1.71062
BD193RQ,P2MW,MR MOHAMMED MUJTHABA AHMED,Pharmacy,53.724052,-1.71062
BD194PY,P55F,GOMERSAL PHARMACY,Pharmacy,53.729049,-1.683004
BD194PY,FCT46,GOMERSAL PHARMACY,Dispensary,53.729049,-1.683004
BD194PY,P9D2,FOX RM,Pharmacy,53.729049,-1.683004
BD195AJ,P03Y,CROSBY HEALTHCARE LTD,Pharmacy,53.723815,-1.712986
BD195AJ,FJN14,ROWLANDS PHARMACY,Dispensary,53.723815,-1.712986
BD195AN,FFW93,LLOYDSPHARMACY,Dispensary,53.722609,-1.713179
BD195AN,Y03268,CLECKHEATON DERMATOLOGY GPSI,Surgery,53.722609,-1.713179
BD195AP,B85030,THE GREENWAY MEDICAL PRACTICE,Surgery,53.722207,-1.713164
BD195AP,B85001,PARKVIEW SURGERY,Surgery,53.722207,-1.713164
BD200DG,FDW12,HBS PHARMACY,Dispensary,53.911822,-1.944141
BD200PA,FW853,SILSDEN PHARMACY,Dispensary,53.91376,-1.937516
BD200PA,P4YH,AS PHARMA SERVICES LTD,Pharmacy,53.91376,-1.937516
BD206NU,P296,STEETON HEALTHCARE LIMITED,Pharmacy,53.894902,-1.953582
BD206NU,FG960,STEETON PHARMACY,Dispensary,53.894902,-1.953582
BD206TA,Y05799,ACMH-INTENSIVE HOME TREATMENT TEAM,Surgery,53.896207,-1.959516
BD206TA,Y05798,AIREDALE CENTRE FOR MENTAL HEALTH,Surgery,53.896207,-1.959516
BD206TD,Y04393,NEUROLOGY CNS BENTHAM,Surgery,53.898015,-1.962695
BD206TD,Y04351,HEART FAILURE CNS 1,Surgery,53.898015,-1.962695
BD206TD,Y04392,HEART FAILURE C N S BENTHAM,Surgery,53.898015,-1.962695
BD206TD,Y05483,RESPIRATORY CNS (AWC),Surgery,53.898015,-1.962695
BD206TD,Y06737,TELEHEALTH HUB,Surgery,53.898015,-1.962695
BD206TD,Y04350,NEUROLOGY CNS 1,Surgery,53.898015,-1.962695
BD206TD,Y06608,MENTAL HEALTH LIAISON TEAM,Surgery,53.898015,-1.962695
BD206TD,Y05484,RESPIRATORY CNS (BENTHAM),Surgery,53.898015,-1.962695
BD206TD,Y04346,AACT 1,Surgery,53.898015,-1.962695
BD206TD,Y04347,ACCT 2,Surgery,53.898015,-1.962695
BD207HX,P43D,RZM CHEMISTS LTD,Pharmacy,53.894721,-1.986801
BD207HX,FCH57,SUTTON IN CRAVEN PHARMACY,Dispensary,53.894721,-1.986801
BD207LG,FW861,COHENS CHEMIST,Dispensary,53.900231,-1.990984
BD207LG,P2L6,CROSS HILLS MEDICAL LLP,Pharmacy,53.900231,-1.990984
BD208TB,FK605,BOOTS,Dispensary,53.901701,-1.990774
BD209PQ,P4D3,HAMEED ANWAR,Pharmacy,53.916563,-1.935395
BD211AD,P3R5,EXCEL PHARMA SOLUTIONS LTD,Pharmacy,53.86352,-1.91127
BD211AD,FCG80,AIREDALE PHARMACY,Dispensary,53.86352,-1.91127
BD211HD,FVX33,MY PHARMACY DIRECT,Dispensary,53.859926,-1.913725
BD211HD,P4FD,HKK CONSULTANCY SERVICES LIMITED,Pharmacy,53.859926,-1.913725
BD211LA,FD119,OLIVE PHARMACY ASHBOURNE,Dispensary,53.855716,-1.921061
BD211LA,Y01728,SPECIALIST DYSPEPSIA CLINIC,Surgery,53.855716,-1.921061
BD211LA,Y8B6V,OLIVE PHARMA LIMITED,Pharmacy,53.855716,-1.921061
BD211LA,B83033,MODALITY PARTNERSHIP (AWC),Surgery,53.855716,-1.921061
BD211SA,P2A5,KEIGHLEY HEALTH CENTRE (PHM DPT),Pharmacy,53.863828,-1.914477
BD212EH,FLR72,OLIVE LATE NIGHT PHARMACY,Dispensary,53.869585,-1.914788
BD212EH,P3LY,MR ATIQ SADDIQUE,Pharmacy,53.869585,-1.914788
BD212JH,B83008,LING HOUSE MEDICAL CENTRE,Surgery,53.868337,-1.910393
BD212JH,FTR43,WELL KEIGHLEY - SCOTT STREET,Dispensary,53.868337,-1.910393
BD212LD,FRL01,ROWLANDS PHARMACY,Dispensary,53.866151,-1.913792
BD213AU,FVR53,HUSSAIN DISPENSING CHEMIST,Dispensary,53.871006,-1.909809
BD213ER,FMQ19,ASDA PHARMACY,Dispensary,53.869022,-1.901997
BD213PP,FX712,SUPERDRUG PHARMACY,Dispensary,53.866003,-1.907907
BD213PY,FMK44,BOOTS,Dispensary,53.866861,-1.907932
BD213RU,FLX03,LLOYDSPHARMACY,Dispensary,53.868584,-1.904933
BD214AD,Y05809,MERIDIAN HOUSE - AIREWHARFE CMHT,Surgery,53.873987,-1.895521
BD214AD,Y06429,CMHT ASSESSMENT TEAM,Surgery,53.873987,-1.895521
BD214AD,Y06862,AIREDALE AND CRAVEN EIP,Surgery,53.873987,-1.895521
BD214AG,Y05397,INTERGRATED OUTREACH TEAM,Surgery,53.875065,-1.894545
BD214DH,P77Y,AIREWORTH CHEMIST,Pharmacy,53.874351,-1.890684
BD214HX,FWW82,DALTON LANE PHARMACY,Dispensary,53.868526,-1.899261
BD214TT,Y05823,MODALITY AWC EXTENDED ACCESS,Surgery,53.858954,-1.889371
BD214UX,FP360,SYKES CHEMISTS,Dispensary,53.859636,-1.888076
BD21QG,FEK10,ROWLANDS PHARMACY,Dispensary,53.822997,-1.744408
BD21QG,P592,WROSE PHARMACY,Pharmacy,53.822997,-1.744408
BD21QG,B83064,THE ROCKWELL AND WROSE PRACTICE,Surgery,53.822997,-1.744408
BD220BH,P1FQ,JEROME U ANEKWE,Pharmacy,53.884154,-2.042727
BD227HN,P3A7,JS LANGHORNE,Pharmacy,53.846185,-1.947009
BD227HN,FYE89,DAY LEWIS PHARMACY,Dispensary,53.846185,-1.947009
BD228NQ,FWF76,DAY LEWIS PHARMACY,Dispensary,53.831774,-1.947775
BD229HJ,Y04899,SUE RYDER MANORLANDS HOSPICE,Surgery,53.813255,-1.951227
BD229JJ,P1XW,MR MUSTAFA MAHMOOD,Pharmacy,53.811008,-1.950926
BD229JJ,P2E1,PHARM HEALTHCARE LIMITED,Pharmacy,53.811008,-1.950926
BD229JJ,FD157,OXENHOPE PHARMACY,Dispensary,53.811008,-1.950926
BD22HX,Y01118,ECCLESHILL VILLAGE SURGERY,Surgery,53.821149,-1.725629
BD22HY,P2XJ,ECCLESHILL LTD,Pharmacy,53.820963,-1.726693
BD22HY,FL676,J ROBERTSON & SON LTD,Dispensary,53.820963,-1.726693
BD231DA,FJ020,LLOYDSPHARMACY,Dispensary,53.960229,-2.017022
BD231DA,P54N,E & M HAZLEWURST (SKIPTON) LTD,Pharmacy,53.960229,-2.017022
BD231EU,Y00167,DERMATOLOGY CLINIC,Surgery,53.96167,-2.021408
BD231JP,FCM43,BOOTS,Dispensary,53.961595,-2.01716
BD231NJ,Y01104,NY HORIZONS SKIPTON,Surgery,53.963464,-2.016856
BD232AG,FGK97,TESCO IN-STORE PHARMACY,Dispensary,53.957568,-2.021684
BD232HZ,B82053,DYNELEY HOUSE SURGERY,Surgery,53.960494,-2.014244
BD232JB,FV711,LLOYDSPHARMACY,Dispensary,53.960382,-2.014538
BD232JE,FGT12,TIME PHARMACY,Dispensary,53.960813,-2.014858
BD232JE,P4F7,OLIVE PHARMA LIMITED,Pharmacy,53.960813,-2.014858
BD232JE,P4V9,HEALTHCARE TIME LTD,Pharmacy,53.960813,-2.014858
BD232NB,Y05803,CRAVEN CENTRE - CRAVEN CMHT,Surgery,53.957299,-2.019353
